id;nome;email;telefone;data_nascimento;cidade;estado;cep;renda_mensal;data_compra_mais_recente;valor_compra_mais_recente;ativo;categoria_cliente
165;Henrique Xavier;henriquexavier@hotmail.com;(61 ) 97746-7375;26/09/1991;Belém;GO;87136996;R$ 600,00;01/11/2024; 600,00 ;FALSE;Bronze
166;Diego Mendes;diegomendes@gmail.com;+5547960842466;1976-11-23;Rio de Janeiro;SC;90378-571;R$ 600,00;19/04/2024;R$ 600,00;0;Silver
167;Wagner Mendes;wagnermendes724@hotmail.com;+5571988929029;1994-10-01;Goiânia;CE;97747-375;600;2024-06-07; 600,00 ;TRUE;Gold
168;Tiago Lima;tiagolima@hotmail.com;(83 ) 93110-9586;29/11/1954;Porto Alegre;SC;81024206;R$600,00;09/03/2024;600;Yes;Silver
169;Paula Queiroz;paulaqueiroz@empresa.com.br;(31 ) 90214-4419;24 Jan 1995;Rio de Janeiro;PA;82306-854;R$ 600,00;29-02-2024;600;TRUE;Bronze
170;Rafael Mendes;rafaelmendes@empresa.com.br;  (92 ) 99144-7802  ;1959-12-20;Goiânia;GO;91544-924;R$600,00;2025-05-31;R$ 600,00;Yes;Platinum
171;Nátaly Xavier;natalyxavier@hotmail.com; (67) 95898-8412 ;1991-06-10;Curitiba;RS;87039-876; 600,00 ;05/11/2024;R$ 600,00;TRUE;Silver
172;Quésia Ribeiro;quesiaribeiro365@empresa.com.br;+5567960145093;05-12-1951;  Manaus  ;PE;81224-748; 600,00 ;2024-06-26;600.00;Não;Gold
173;Nátaly Nogueira;natalynogueira@gmail.com;11962661886;2007-08-08;Belém;RJ;87277-442;600;2025-02-06; 600,00 ;   sim   ;Bronze
174;Bruno Ribeiro;brunoribeiro@gmail.com; (47) 97879-4245 ;28/09/1966;Recife;GO;93552-433; 600,00 ;2025-03-16;600.00;Não;Bronze
175;Felipe Lima;felipelima@yahoo.com.br;+5562932717124; 02-04-1958 ;  Rio de Janeiro  ;PR;80745-339;600.00;2024-04-23; 600,00 ;0;Platinum
176;Paula Teixeira;paulateixeira@hotmail.com;  +5591907125185  ;18/09/1986;Recife;AM;80625-299;600;04-10-2024;R$ 600,00;FALSE;Bronze
177;Diego Klein;diegoklein@empresa.com.br;(85) 99186-1352;26-08-1946;Joinville;CE;96425-282;R$600,00;29-12-2024;600.00;TRUE;Silver
178;Ana Ribeiro;anaribeiro@hotmail.com;(31 ) 96262-9531;01/10/1973;Fortaleza;AM;99039-554;600.00;09/07/2025;R$600,00;No;Silver
179;Eduarda Nogueira;eduardanogueira@hotmail.com;  (31 ) 99131-9732  ;23 Feb 1982;Belém;RJ;84310189;R$ 600,00;07/10/2024;600;No;Bronze
180;Tiago Hernandez;tiagohernandez@gmail.com;(91 ) 99907-8680;1959-09-11;Florianópolis;CE;87292-760;R$600,00;22/02/2025;600.00;TRUE;Platinum
181;Otávio Teixeira;otavioteixeira@outlook.com;(21 ) 99960-7232;23 Oct 1954;Joinville;GO;81286-571;R$ 600,00;13/02/2024; 600,00 ;   sim   ;Platinum
182;João Yamamoto;joaoyamamoto@yahoo.com.br;(91 ) 92330-8595;20 Feb 1957;  Joinville  ;DF;99343-918; 600,00 ;06/04/2025; 600,00 ;Yes;Platinum
183;Wagner Zanetti;wagnerzanetti@gmail.com;(31 ) 98582-7292;23/02/1979;Joinville;RJ;84738-183;R$600,00;09-12-2024; 600,00 ;Yes;Silver
184;João Uchoa;joaouchoa784@hotmail.com;55 85 981539169;18 Oct 1981;Londrina;AM;98269-839;R$600,00;07/01/2024;R$600,00;   sim   ;Gold
185;Bruno Vieira;  brunovieira@empresa.com.br  ;(84 ) 92920-3643;20/03/1948;Florianópolis;GO;94002-863; 600,00 ;2024-11-26;600;1;Bronze
186;Quésia Nogueira;quesianogueira@hotmail.com;(91 ) 91436-8924;08/07/1996;Manaus;SC;96138827;600;12-05-2024;R$ -;0;Platinum
187;Ana Oliveira;anaoliveira@gmail.com;84967831745;01-02-1951;  Recife  ;MG;90921-349;600;2025-07-17;600;Sim;Bronze
188;Karen Vieira;karenvieira@yahoo.com.br; (85) 98797-6490 ;08-09-1995;Campinas;PR;82169992; 600,00 ;20/01/2024;600;FALSE;Gold
189;Felipe Silva;felipesilva@hotmail.com;   (79) 90518-5448   ;1972-02-15;Fortaleza;RS;96580-025;600.00;08/02/2024; 600,00 ;Não;Platinum
190;Quésia Jardim;quesiajardim@hotmail.com;  (91 ) 92174-4361  ;25/11/1972;Brasília;BA;81511-105;R$ 600,00;31/08/2025;R$ 600,00;FALSE;Platinum
191;Gabriela Klein;gabrielaklein@outlook.com;+5541944673446;07/15/1963;Curitiba;BA;98811250; 600,00 ;2024-11-22;R$ 600,00;Yes;Gold
192;Ana Pereira;anapereira@gmail.com;55 51 997668304;10/12/1986;Belém;GO;95250-481; 600,00 ;24/04/2025;R$ 600,00;0;Gold
193;Mariana Ferreira;marianaferreira@outlook.com;(11) 91070-8787;1996-07-23;Maringá;RS;98223665;600;19-02-2025; 600,00 ;Não;Gold
194;Henrique Ribeiro;henriqueribeiro@yahoo.com.br;55 84 971326606;04/05/1955;Florianópolis;SP;85772-315; 600,00 ;29-11-2024;R$600,00;Não;Platinum
195;Mariana Klein;marianaklein@gmail.com; (11) 92403-3444 ;21-02-2006;Brasília;CE;99094-008;600.00;2024-11-07;600.00;FALSE;Bronze
196;  Rafael Barbosa  ;rafaelbarbosa@empresa.com.br;(11 ) 93854-8073;1993-11-27;Belém;PE;91805-860;R$600,00;01/05/2025;R$ -;No;Platinum
197;  Ulisses Almeida  ;  ulissesalmeida@yahoo.com.br  ;(47 ) 96813-8471;12 Jul 1994;Campinas;CE;98937-510; 600,00 ;19/08/2024;R$600,00;1;Bronze
198;Lucas Barbosa;lucasbarbosa@empresa.com.br;31923279624;22/05/1987;Rio de Janeiro;AM;91257-547;R$ 600,00;06-07-2025;600.00;TRUE;Bronze
199;Nátaly Lima;natalylima946@outlook.com;(71) 99235-5267;14-06-1947;Florianópolis;PA;88259-135;600;09-05-2024; 600,00 ;Não;Gold
200;Sônia Xavier;soniaxavier@yahoo.com.br;55 62 979443962;30 Jun 1989;Belém;RJ;86909-591; 600,00 ;31-08-2024;600.00;0;Silver
201;Felipe Oliveira;felipeoliveira@outlook.com; (62) 96222-7390 ;10-04-1979;Joinville;PR;94148-625;600;12/02/2024;R$600,00;   sim   ;Gold
202;Ulisses Silva;ulissessilva@hotmail.com;  55 79 929476132  ;15/02/1992;Curitiba;PR;86326034;R$600,00;25/12/2024;R$ 600,00;TRUE;Gold
203;  Tiago Uchoa  ;tiagouchoa@gmail.com;51918164018;1968-02-02;Rio de Janeiro;RS;90900-061;R$600,00;10/10/2024;600;1;Platinum
204;Gabriela Teixeira;gabrielateixeira@yahoo.com.br;;1989-08-26;Rio de Janeiro;RS;84967-716;R$600,00;01/01/2024;R$ 600,00;1;Gold
205;Paula Nogueira;paulanogueira978@gmail.com;86919859770;18-12-1992;Manaus;PA;98169-040;R$ 600,00;2025-04-15;600;No;Silver
206;Wagner Lima;wagnerlima@yahoo.com.br;(62) 98015-7369;28-04-1948;Manaus;DF;97141-469;R$600,00;2024-02-13;R$ 600,00;Não;Silver
207;Carla Barbosa;carlabarbosa@yahoo.com.br;(21) 93976-3138;1999-11-02;São Paulo;DF;99496-818;R$ 600,00;06/03/2024;R$600,00;Não;Platinum
208;Xavier Vieira;  xaviervieira@gmail.com  ;  61907463841  ;1994-08-26;  Salvador  ;PE;92325796;-;18/08/2025;600;Yes;Bronze
209;Wagner Uchoa;wagneruchoa@outlook.com;(47 ) 93377-3344;1998-06-30;Maringá;RJ;93722-004; 600,00 ;31-03-2024;R$ 600,00;TRUE;Gold
210;Yasmin Ribeiro;yasminribeiro@yahoo.com.br;(61 ) 91846-3444;08-11-2002;Londrina;RJ;81419-106;R$ 600,00;2025-03-21;R$ 600,00;FALSE;Platinum
211;Diego Cardoso;diegocardoso@yahoo.com.br;79937692804;07 Aug 1951;Fortaleza;MG;99969465;R$600,00;2024-02-25;600.00;Yes;Silver
212;Iara Gonçalves;  iaragoncalves@gmail.com  ;;03/31/1960;Fortaleza;AM;87092-605;600.00;23/08/2024; 600,00 ;1;Platinum
213;Henrique Klein;  henriqueklein@hotmail.com  ;(11) 96844-1724;02/07/2007;  Joinville  ;BA;93324-972;R$600,00;03/09/2024;R$ -;   sim   ;Bronze
214;Vitória Jardim;  vitoriajardim@yahoo.com.br  ;(85 ) 97598-3271;13-07-1979;Goiânia;GO;82652-635;R$ 600,00;2024-10-30;R$ 600,00;TRUE;Silver
215;Bruno Duarte;brunoduarte@yahoo.com.br;+5592910974354;1963-10-28;Fortaleza;PA;81784-064;R$600,00;30-09-2024; 600,00 ;1;Gold
216;Rafael Vieira;rafaelvieira@outlook.com;  (31) 93085-8501  ;04/10/1969;Florianópolis;SP;89606-426;R$ 600,00;23/05/2025;600.00;No;Bronze
217;Ulisses Almeida;ulissesalmeida@gmail,com;55 91 955037745;12 Dec 1984;Belém;PA;87431-495; 600,00 ;2024-05-15; 600,00 ;Yes;Gold
218;Felipe Teixeira;felipeteixeira@empresa.com.br;  (47) 92641-4897  ;1961-07-21;Belém;CE;84847-381;600;05-02-2024;600;FALSE;Gold
219;  Paula Yamamoto  ;paulayamamoto@yahoo.com.br;(92 ) 98313-6427;17 Sep 1995;Londrina;DF;84568-694; 600,00 ;25-04-2024;600.00;0;Bronze
220;  Carla Klein  ;carlaklein@hotmail.com;(67) 93206-1369;12 Jun 1962;Maringá;SP;84847-733; 600,00 ;07/06/2025;R$600,00;FALSE;Platinum
221;  Otávio Ribeiro  ;otavioribeiro@yahoo.com.br;+5551969447786;03/02/1975;  Rio de Janeiro  ;RS;93417-654;R$600,00;2025-08-27; 600,00 ;Não;Bronze
222;Eduarda Gonçalves;eduardagoncalves@yahoo.com.br;;26-07-1968;Maringá;DF;85877-503;R$ 600,00;28/04/2025;600.00;TRUE;Platinum
223;Carla Teixeira;carlateixeira@empresa.com.br;55 86 919597114;10-02-1958;Curitiba;RJ;88934-369; 600,00 ;2024-05-18;R$ 600,00;Yes;Bronze
224;Carla Queiroz;carlaqueiroz@hotmail.com;79951805932;1946-02-27;  Goiânia  ;AM;85342-104;600;2025-01-16;600.00;1;Gold
225;Wagner Queiroz;wagnerqueiroz@empresa.com.br;(31) 91909-3150;07-12-1991;Manaus;RJ;84217-877;R$600,00;07/11/2024; 600,00 ;Não;Silver
226;Nátaly Watanabe;natalywatanabe@gmail.com;;19/11/1948;Joinville;CE;99254-922;R$ 600,00;11/01/2024;600;Não;Silver
227;Iara Silva;iarasilva@hotmail.com;(91) 99342-2119; 05/30/1960 ;Curitiba;GO;92008-714;600.00;11/04/2024;600;   sim   ;Platinum
228;Mariana Nogueira;mariananogueira@hotmail.com;+5585918079515;09 Jun 1974;Goiânia;BA;87401-567;R$ 600,00;2024-10-17;R$ 600,00;TRUE;Platinum
229;Zuleica Pereira;zuleicapereira@outlook.com;55 41 964948177;1954-02-16;  Rio de Janeiro  ;PE;84022-238;R$600,00;2024-07-22; 600,00 ;No;Platinum
230;Iara Yamamoto;iarayamamoto@yahoo.com.br;+5586983795569; 2001-05-17 ;  Belo Horizonte  ;CE;85868-391;R$600,00;24/02/2024;600.00;0;Bronze
231;Vitória Yamamoto;vitoriayamamoto@yahoo.com.br;55 86 982705287;02 Jun 1979;Curitiba;PR;81076-181;R$600,00;2025-01-20;R$ 600,00;0;Bronze
232;Eduarda Jardim;eduardajardim@yahoo.com.br; (92) 98837-8697 ;10 Jan 1998;Florianópolis;PE;80922604;600;2024-12-27;R$600,00;FALSE;Bronze
233;Ulisses Klein;ulissesklein@yahoo.com.br;(62 ) 94056-4844; 1975-04-16 ;Rio de Janeiro;SP;98613-527;600;29/11/2024;R$ 600,00;0;Platinum
234;Mariana Silva;marianasilva@empresa.com.br;55 61 955049138;07 Feb 1963;Belém;RS;88688-048;600;18-03-2024;R$600,00;No;Gold
235;  Wagner Silva  ;wagnersilva@outlook.com;(84) 93436-6690;1973-02-10;Manaus;RS;97942-184;R$600,00;14-09-2024; 600,00 ;   sim   ;Platinum
236;Vitória Xavier;vitoriaxavier@outlook.com;55 84 992751981;22-10-1981;  Maringá  ;RJ;88746-843;600;06-03-2024;R$600,00;No;Platinum
237;  Eduarda Gonçalves  ;eduardagoncalves@outlook.com;  21933093610  ;21/10/2002;Salvador;RS;90286-616; 600,00 ;12/05/2025;600.00;Sim;Bronze
238;Carla Mendes;carlamendes@hotmail.com;41985519605;04 Jun 1997;Rio de Janeiro;SP;83500-179;600;2024-08-29;600;No;Silver
239;Rafael Lima;rafaellima@gmail.com;;2006-12-19;  Manaus  ;AM;97527-887;R$ 600,00;2025-01-28;R$ 600,00;FALSE;Bronze
240;  Iara Jardim  ;iarajardim@hotmail.com;(85) 95196-7656;07 Nov 1974;Rio de Janeiro;CE;91529-430;R$600,00;12/04/2024;R$600,00;TRUE;Bronze
241;Bruno Uchoa;brunouchoa@yahoo.com.br;(71) 95140-2347;10 Jul 2006;Joinville;DF;88541-177;600.00;2024-11-23; 600,00 ;0;Silver
242;Felipe Mendes;felipemendes@empresa.com.br;+5562914578576;1968-05-04;  Florianópolis  ;AM;97230-445;R$600,00;11/01/2025; 600,00 ;Não;Bronze
243;Gabriela Gonçalves;  gabrielagoncalves@outlook.com  ;61998314531;14-01-1971;Recife;PE;82809-010;600.00;06/04/2025;R$ 600,00;FALSE;Platinum
244;Mariana Watanabe;  marianawatanabe@empresa.com.br  ;79938478715;21 Feb 1972;  São Paulo  ;BA;88529-173; 600,00 ;15-05-2024;R$600,00;Sim;Silver
245;  Quésia Nogueira  ;quesianogueira@gmail.com;67959078046;30 Jan 1973;Salvador;DF;98208-873;600;19-11-2024; 600,00 ;0;Silver
246;Felipe Barbosa;felipebarbosa@hotmail.com;86906688233;13/05/1976;Londrina;SP;98456-912;-;17/10/2024;R$ 600,00;Yes;Gold
247;Felipe Nogueira;felipenogueira@hotmail.com; (11) 94657-2998 ;16 Apr 1986;Belo Horizonte;RJ;81436-671;R$ 600,00;02-10-2024;R$ 600,00;Sim;Gold
248;  Zuleica Silva  ;zuleicasilva@gmail.com;(31) 98964-7248;1946-11-04;Florianópolis;DF;89782-502;R$600,00;2025-02-16;R$ 600,00;Yes;Bronze
249;  Lucas Vieira  ;lucasvieira@outlook.com;(86) 94398-7931;08/18/1948;Goiânia;PE;96230-539;R$600,00;19-04-2025;R$ 600,00;No;Silver
250;  Paula Jardim  ;;  55 84 948411781  ;24 Jun 1953;São Paulo;BA;99187-083;R$600,00;2025-08-05;R$600,00;FALSE;Gold
251;  Mariana Barbosa  ;marianabarbosa@outlook.com;+5585943426592; 12/02/1983 ;Rio de Janeiro;AM;95634-471;600;08/02/2025;R$ 600,00;Sim;Silver
252;Tiago Teixeira;  tiagoteixeira@yahoo.com.br  ;(61 ) 91833-1260;02/05/1984;Curitiba;PA;93824022;600.00;2024-11-04;600.00;Yes;Platinum
253;Ana Oliveira;;(79 ) 90129-2682; 24-09-1994 ;Campinas;CE;87599731; 600,00 ;2025-02-13; 600,00 ;   sim   ;Platinum
254;Ulisses Nogueira;ulissesnogueira@gmail.com;84903403643;21-09-1997;Londrina;MG;93659-853; 600,00 ;24/04/2025;600.00;TRUE;Platinum
255;Felipe Teixeira;felipeteixeira@gmail.com; (86) 91653-7815 ;1977-01-12;Recife;PR;94110-116;600;30/05/2025;600;Não;Gold
256;  Lucas Yamamoto  ;lucasyamamoto@empresa.com.br;  (91 ) 99900-2706  ;10/12/1999;Maringá;DF;85473645;R$ 600,00;14-04-2024;R$ 600,00;Sim;Bronze
257;Yasmin Queiroz;yasminqueiroz@gmail.com; (41) 93307-8194 ;09/23/1970;Curitiba;DF;88042-155;R$600,00;2024-09-29;600;1;Gold
258;Nátaly Oliveira;  natalyoliveira@empresa.com.br  ;  (47) 90162-9476  ;08 Jul 1950;Belém;DF;93739-411;600.00;03-06-2024;R$600,00;Sim;Gold
259;Lucas Almeida;lucasalmeida@empresa.com.br;(61 ) 98919-8244;20-03-1993;Brasília;RS;87003-095;R$ 600,00;09-05-2024;R$ 600,00;   sim   ;Gold
260;Zuleica Ribeiro;zuleicaribeiro@hotmail.com;91918091982;09/25/1971;Joinville;PR;91479-306;R$ 600,00;2025-04-09;R$600,00;No;Silver
261;Quésia Xavier;quesiaxavier@outlook.com;(85 ) 91605-3401;1987-09-23;  Campinas  ;PR;99275-572;R$600,00;13-01-2025;600.00;   sim   ;Platinum
262;Otávio Watanabe;otaviowatanabe@yahoo.com.br;(91 ) 92082-8942;20/06/1987;Joinville;SP;83615-123;600.00;2025-07-26;R$600,00;Não;Platinum
263;Lucas Jardim;lucasjardim@gmail.com;+5521949995644;04 Jan 1949;  Londrina  ;BA;92363-486;600;13-11-2024;R$ 600,00;0;Gold
264;Yasmin Oliveira;yasminoliveira@hotmail.com; (84) 96344-4814 ;10/11/1959;São Paulo;CE;86305-978;600;12-11-2024;R$ 600,00;Não;Bronze
265;Paula Queiroz;paulaqueiroz@gmail.com;(67 ) 93371-5018; 01/18/1981 ;  Maringá  ;BA;93596-024; 600,00 ;2024-01-24;600;1;Silver
266;  Felipe Jardim  ;felipejardim@outlook.com;  +5551909656329  ;14-01-1982;São Paulo;SP;99562-600;600;03/05/2024;600.00;No;Silver
267;Karen Oliveira;karenoliveira@gmail.com;+5511944092663;01/15/2002;Porto Alegre;PE;88033-550;R$600,00;2024-05-25;R$ 600,00;   sim   ;Silver
268;Tiago Jardim;tiagojardim@hotmail,com;(67 ) 96228-6757;11-04-1951;Joinville;RJ;94154-215; 600,00 ;05/05/2024; 600,00 ;   sim   ;Gold
269;Iara Yamamoto;iarayamamoto@outlook.com;(85) 99822-6381;21/05/1945;Porto Alegre;PR;97633-083; 600,00 ;27-02-2025;R$600,00;0;Platinum
270;Vitória Oliveira;vitoriaoliveira@outlook.com;(83) 92903-1138;21-01-2006;Recife;MG;96181-990;R$ 600,00;06-11-2024;600;No;Silver
271;Gabriela Uchoa;gabrielauchoa@outlook.com;  (51 ) 91070-3101  ;19/03/1962;Salvador;MG;80064-960; 600,00 ;29-06-2025;600;TRUE;Platinum
272;  Nátaly Ibrahim  ;natalyibrahim@empresa.com.br; (62) 90769-5553 ;20/04/1996;  Belém  ;MG;88191201;600;19-08-2024;R$ 600,00;1;Bronze
273;Zuleica Almeida;zuleicaalmeida@outlook.com;55 79 908916465;07 Feb 2001;Rio de Janeiro;AM;90265-911;R$600,00;28/03/2024;R$ 600,00;Sim;Platinum
274;João Teixeira;  joaoteixeira@gmail.com  ;55 83 965812570;05 Sep 1985;Fortaleza;DF;80851-464;-;14-03-2025;R$ 600,00;Não;Gold
275;Sônia Zanetti;soniazanetti@empresa.com.br;;14-01-1991;  São Paulo  ;RS;90114-617; 600,00 ;08/07/2025;R$600,00;Yes;Platinum
276;Bruno Hernandez;brunohernandez@empresa.com.br;61932972120;11/22/1996;Londrina;CE;83435-465; 600,00 ;2024-11-02;600;FALSE;Silver
277;Wagner Hernandez;wagnerhernandez@hotmail.com; (79) 96158-4363 ;07/10/1994;Curitiba;SP;80972203;600;26/03/2025;R$ 600,00;FALSE;Bronze
278;Rafael Hernandez;  rafaelhernandez@gmail.com  ;47962082818;04/10/1992;Manaus;SC;86214-196;600;07/03/2024;600.00;Yes;Silver
279;Bruno Yamamoto;  brunoyamamoto@hotmail.com  ;+5562908725588;1950-10-27;Londrina;SP;85865-329;R$600,00;2025-06-05; 600,00 ;0;Platinum
280;Sônia Mendes;soniamendes@empresa.com.br;+5585938407486;1952-08-09;Brasília;SC;87542597;600;2024-10-29; 600,00 ;   sim   ;Gold
281;Lucas Zanetti;lucaszanetti@outlook.com;31958832350;30/10/1953;Joinville;SP;86443-691;600;09-02-2024;600.00;No;Gold
282;Wagner Teixeira;wagnerteixeira307@empresa.com.br;55 81 966167647;1965-06-02;Curitiba;BA;95119-348;600.00;2024-08-02;R$600,00;No;Platinum
283;Gabriela Oliveira;gabrielaoliveira@empresa,com,br;(71 ) 90158-9188;19-11-1971;Belém;PE;90821-581;R$600,00;04/08/2025; 600,00 ;Yes;Silver
284;  Gabriela Mendes  ;gabrielamendes@yahoo.com.br;  +5585949912527  ;1947-05-30;  Florianópolis  ;GO;89538-675;-;2025-01-30;R$600,00;No;Silver
285;Nátaly Mendes;natalymendes@gmail.com;+5583933823128;03/19/1963;Londrina;AM;84675456;600;2025-04-14; 600,00 ;No;Bronze
286;Paula Oliveira;paulaoliveira@gmail.com; (85) 95681-5873 ;28 Jan 1986;Florianópolis;RJ;81430-245; 600,00 ;06-07-2024;R$600,00;Não;Platinum
287;Carla Watanabe;carlawatanabe@hotmail.com;(41) 96041-2253;27/05/1990;Belém;RJ;91260-763;600;15-03-2024;600.00;0;Platinum
288;Eduarda Klein;eduardaklein@yahoo.com.br; (62) 97171-3297 ;25-11-1960;Florianópolis;PR;88953-157; 600,00 ;04/02/2025;R$ 600,00;Não;Bronze
289;  Otávio Watanabe  ;otaviowatanabe@empresa.com.br;(83) 95051-8274;1978-08-12;São Paulo;DF;91046840;600.00;2024-01-17;600.00;Sim;Bronze
290;Vitória Ferreira;vitoriaferreira@gmail.com;55 92 931054393; 1974-01-05 ;  Campinas  ;MG;95033225;R$ 600,00;19/11/2024;600;1;Silver
291;Gabriela Nogueira;gabrielanogueira@empresa.com.br;55 51 941272552;24-09-1960;Brasília;DF;99940-933;600.00;08/05/2025;600;FALSE;Bronze
292;  Ana Hernandez  ;anahernandez@gmail.com;31909813253;28 Aug 1998;Recife;MG;81297-533;R$ 600,00;02/12/2024;600.00;TRUE;Gold
293;Xavier Klein;xavierklein@hotmail.com;55 62 936447250;08/04/1962;Maringá;SP;85691-606;R$600,00;24/05/2024;R$ 600,00;Yes;Bronze
294;Otávio Jardim;otaviojardim@hotmail.com;(71 ) 99444-8344;20 Jan 1960;  Londrina  ;SC;95794-020;R$600,00;01-06-2025;R$600,00;1;Silver
295;Rafael Esteves;rafaelesteves@hotmail.com;(83) 99210-8878;02-12-1989;Londrina;MG;96041-315;R$ 600,00;2025-03-01;R$ 600,00;FALSE;Platinum
296;Mariana Silva;marianasilva@yahoo.com.br;(81 ) 98349-9005;11/11/1987;São Paulo;PE;88563-619;600.00;05-01-2025;600.00;Sim;Silver
297;  Felipe Almeida  ;felipealmeida@gmail.com; (31) 98495-4093 ;29 Jan 2004;Campinas;RS;98763-795; 600,00 ;25-02-2025; 600,00 ;Não;Bronze
298;  Wagner Jardim  ;wagnerjardim72@hotmail.com;(84 ) 98600-7829;07 Oct 1962;Campinas;SC;86584-060;600.00;2024-04-22;600.00;No;Silver
299;Otávio Uchoa;otaviouchoa@gmail.com;(83) 92042-5534;24-06-1950;Fortaleza;PA;86916-534;R$ 600,00;08-01-2024;R$ 600,00;Sim;Bronze
300;Paula Pereira;paulapereira@empresa.com.br;(79 ) 93925-6918;29 Dec 1985;São Paulo;SC;88144-377;R$ 600,00;22/05/2024;R$ 600,00;Não;Gold
301;Ana Uchoa;  anauchoa@outlook,com  ;55 79 972794826;05/14/1971;Rio de Janeiro;CE;84189-509;R$ 600,00;26-05-2024;R$600,00;   sim   ;Bronze
302;Felipe Oliveira;felipeoliveira@yahoo.com.br;  (31 ) 91728-8125  ;11 Feb 1968;Belém;DF;82963-814;600;06-05-2024;600.00;Yes;Platinum
303;Ulisses Klein;ulissesklein@yahoo.com.br;  84938234662  ;06/02/1955;  Rio de Janeiro  ;SC;82027-604; 600,00 ;2024-11-16;600.00;Sim;Gold
304;  Vitória Zanetti  ;  vitoriazanetti@empresa.com.br  ;85951763370;01/02/1958;Londrina;RJ;98807-489; 600,00 ;12-11-2024;600;Não;Gold
305;Zuleica Klein;zuleicaklein@hotmail.com;(21 ) 92933-8987;25 Nov 1982;Florianópolis;BA;89252-713;R$600,00;2025-02-04;600;Não;Gold
306;Zuleica Silva;zuleicasilva@gmail.com; (51) 99456-3253 ;05/06/2003;Manaus;MG;93995-695;600.00;12/08/2025;600.00;Yes;Platinum
307;Bruno Duarte;brunoduarte@outlook.com;(83) 94014-1556;24/01/2007;Londrina;AM;80380122;600.00;2025-01-26;R$600,00;0;Gold
308;Sônia Silva;soniasilva@yahoo.com.br;(51 ) 96290-8932;1993-03-23;Manaus;SP;82094-531;600;2024-01-21;R$ 600,00;   sim   ;Platinum
309;Gabriela Vieira;  gabrielavieira@hotmail.com  ;  (85) 95149-3015  ;22/02/1948;Recife;SP;93862-967; 600,00 ;2025-06-02;600;FALSE;Silver
310;João Vieira;joaovieira@hotmail.com;55 81 999319818;1961-11-15;Belo Horizonte;PR;99391-367;600.00;08/08/2024;R$ 600,00;   sim   ;Silver
311;Ulisses Ferreira;ulissesferreira@gmail.com;(47) 98780-4338;07/27/1995;Salvador;GO;92417-026;600.00;05/03/2025;600;FALSE;Platinum
312;Nátaly Cardoso;natalycardoso@gmail.com;(62) 94483-1161;26-03-1992;Fortaleza;SP;98748-886;R$ 600,00;16/05/2025;600.00;   sim   ;Gold
313;Yasmin Mendes;yasminmendes@empresa.com.br;(47 ) 94244-1155;27/12/1968;Porto Alegre;RJ;95000-187;R$600,00;14-01-2025; 600,00 ;No;Platinum
314;Quésia Watanabe;quesiawatanabe@hotmail.com;  (84 ) 95123-2476  ;03-08-1952;Fortaleza;RJ;95717-509; 600,00 ;19/05/2025;R$ 600,00;1;Silver
315;Tiago Gonçalves;tiagogoncalves@gmail.com;55 62 986521693;07/09/1960;Florianópolis;DF;93851-507; 600,00 ;16-05-2024;600.00;FALSE;Bronze
316;Rafael Yamamoto;rafaelyamamoto@outlook.com;(83 ) 93562-5994;01/12/1976;São Paulo;AM;80168-358;R$600,00;2024-12-02;R$ 600,00;FALSE;Bronze
317;Carla Queiroz;  carlaqueiroz@hotmail.com  ; (67) 93704-8711 ;02 Oct 1954;Goiânia;RJ;94220-005; 600,00 ;25/03/2025;600;Yes;Gold
318;Mariana Nogueira;mariananogueira@gmail.com; (67) 91946-7899 ;1979-11-20;Porto Alegre;DF;91276512;R$600,00;20/04/2024; 600,00 ;Yes;Silver
319;  Tiago Xavier  ;tiagoxavier@yahoo.com.br;+5562924989376;20 Oct 1962;Belo Horizonte;GO;86182-875;600.00;15-04-2024;R$600,00;   sim   ;Silver
320;Gabriela Esteves;gabrielaesteves@empresa.com.br;+5591950204791;16-11-1954;  Londrina  ;PE;90480916;R$ 600,00;25-12-2024;600;1;Silver
321;Paula Ibrahim;paulaibrahim@gmail.com;(79) 94986-2827;06/12/1992;Porto Alegre;GO;83485-133;600;09/10/2024; 600,00 ;1;Bronze
322;Gabriela Gonçalves;gabrielagoncalves@gmail.com;;29-02-1976;Porto Alegre;BA;93729-536;600;2024-04-30; 600,00 ;Não;Platinum
323;  Eduarda Jardim  ;;55 83 981109723;05 Jan 1980;Florianópolis;BA;98739-223;R$600,00;30/07/2024; 600,00 ;Sim;Silver
324;Xavier Queiroz;  xavierqueiroz@hotmail.com  ;+5562907479741;1949-08-16;Porto Alegre;RS;91385-647;600.00;03-08-2024;600;Não;Bronze
325;Xavier Esteves;xavieresteves@empresa.com.br;(11 ) 95824-4592;20 Jul 1954;Florianópolis;PR;94489-225; 600,00 ;20-09-2024; 600,00 ;   sim   ;Silver
326;Otávio Hernandez;  otaviohernandez@yahoo.com.br  ;+5551975264031;1972-10-29;Londrina;RJ;84702-073;600;07-02-2025;R$ 600,00;No;Bronze
327;Eduarda Xavier;  eduardaxavier@gmail.com  ;+5511907163165;04/11/1945;  Salvador  ;PA;84562-491; 600,00 ;12-12-2024;R$ 600,00;Não;Silver
328;Henrique Barbosa;henriquebarbosa@outlook.com;(41) 98923-5861;28 Apr 1983;  Campinas  ;MG;96115-173;R$ 600,00;20/10/2024;600.00;1;Bronze
