id,nome,email,telefone,data_nascimento,cidade,estado,cep,renda_mensal,data_compra_mais_recente,valor_compra_mais_recente,ativo,categoria_cliente
179,Eduarda Nogueira,eduardanogueira@hotmail.com,31991319732,23Feb1982,Belem,RJ,84310189,"600,00",07/10/2024,"600,00",NAO,Bronze
180,Tiago Hernandez,tiagohernandez@gmail.com,91999078680,11/09/1959,Florianopolis,CE,87292760,"600,00",22/02/2025,"600,00",SIM,Platinum
181,Otavio Teixeira,otavioteixeira@outlook.com,21999607232,23/10/1954,Joinville,GO,81286571,"600,00",13/02/2024,"600,00",SIM,Platinum
182,Joao Yamamoto,joaoyamamoto@yahoo.com.br,91923308595,20Feb1957,  Joinville  ,DF,99343918,"600,00",06/04/2025,"600,00",SIM,Platinum
183,Wagner Zanetti,wagnerzanetti@gmail.com,31985827292,23/02/1979,Joinville,RJ,84738183,"600,00",09/12/2024,"600,00",SIM,Silver
184,Joao Uchoa,joaouchoa784@hotmail.com,85981539169,18/10/1981,Londrina,AM,98269839,"600,00",07/01/2024,"600,00",SIM,Gold
185,Bruno Vieira,brunovieira@empresa.com.br,84929203643,20/03/1948,Florianopolis,GO,94002863,"600,00",26/11/2024,"600,00",SIM,Bronze
186,Quesia Nogueira,quesianogueira@hotmail.com,91914368924,08/07/1996,Manaus,SC,96138827,"600,00",12/05/2024,nan,NAO,Platinum
187,Ana Oliveira,anaoliveira@gmail.com,84967831745,01/02/1951,  Recife  ,MG,90921349,"600,00",17/07/2025,"600,00",SIM,Bronze
188,Karen Vieira,karenvieira@yahoo.com.br,85987976490,08/09/1995,Campinas,PR,82169992,"600,00",20/01/2024,"600,00",NAO,Gold
189,Felipe Silva,felipesilva@hotmail.com,79905185448,15/02/1972,Fortaleza,RS,96580025,"600,00",08/02/2024,"600,00",NAO,Platinum
190,Quesia Jardim,quesiajardim@hotmail.com,91921744361,25/11/1972,Brasilia,BA,81511105,"600,00",31/08/2025,"600,00",NAO,Platinum
191,Gabriela Klein,gabrielaklein@outlook.com,41944673446,07/15/1963,Curitiba,BA,98811250,"600,00",22/11/2024,"600,00",SIM,Gold
192,Ana Pereira,anapereira@gmail.com,51997668304,10/12/1986,Belem,GO,95250481,"600,00",24/04/2025,"600,00",NAO,Gold
193,Mariana Ferreira,marianaferreira@outlook.com,11910708787,23/07/1996,Maringa,RS,98223665,"600,00",19/02/2025,"600,00",NAO,Gold
194,Henrique Ribeiro,henriqueribeiro@yahoo.com.br,84971326606,04/05/1955,Florianopolis,SP,85772315,"600,00",29/11/2024,"600,00",NAO,Platinum
195,Mariana Klein,marianaklein@gmail.com,11924033444,21/02/2006,Brasilia,CE,99094008,"600,00",07/11/2024,"600,00",NAO,Bronze
196,Rafael Barbosa,rafaelbarbosa@empresa.com.br,11938548073,27/11/1993,Belem,PE,91805860,"600,00",01/05/2025,nan,NAO,Platinum
197,Ulisses Almeida,ulissesalmeida@yahoo.com.br,47968138471,12/07/1994,Campinas,CE,98937510,"600,00",19/08/2024,"600,00",SIM,Bronze
198,Lucas Barbosa,lucasbarbosa@empresa.com.br,31923279624,22/05/1987,Rio de Janeiro,AM,91257547,"600,00",06/07/2025,"600,00",SIM,Bronze
199,Nataly Lima,natalylima946@outlook.com,71992355267,14/06/1947,Florianopolis,PA,88259135,"600,00",09/05/2024,"600,00",NAO,Gold
200,Sonia Xavier,soniaxavier@yahoo.com.br,62979443962,30/06/1989,Belem,RJ,86909591,"600,00",31/08/2024,"600,00",NAO,Silver
201,Felipe Oliveira,felipeoliveira@outlook.com,62962227390,10/04/1979,Joinville,PR,94148625,"600,00",12/02/2024,"600,00",SIM,Gold
202,Ulisses Silva,ulissessilva@hotmail.com,79929476132,15/02/1992,Curitiba,PR,86326034,"600,00",25/12/2024,"600,00",SIM,Gold
203,Tiago Uchoa,tiagouchoa@gmail.com,51918164018,02/02/1968,Rio de Janeiro,RS,90900061,"600,00",10/10/2024,"600,00",SIM,Platinum
204,Gabriela Teixeira,gabrielateixeira@yahoo.com.br,nan,26/08/1989,Rio de Janeiro,RS,84967716,"600,00",01/01/2024,"600,00",SIM,Gold
205,Paula Nogueira,paulanogueira978@gmail.com,86919859770,18/12/1992,Manaus,PA,98169040,"600,00",15/04/2025,"600,00",NAO,Silver
206,Wagner Lima,wagnerlima@yahoo.com.br,62980157369,28/04/1948,Manaus,DF,97141469,"600,00",13/02/2024,"600,00",NAO,Silver
207,Carla Barbosa,carlabarbosa@yahoo.com.br,21939763138,02/11/1999,Sao Paulo,DF,99496818,"600,00",06/03/2024,"600,00",NAO,Platinum
208,Xavier Vieira,xaviervieira@gmail.com,61907463841,26/08/1994,  Salvador  ,PE,92325796,nan,18/08/2025,"600,00",SIM,Bronze
209,Wagner Uchoa,wagneruchoa@outlook.com,47933773344,30/06/1998,Maringa,RJ,93722004,"600,00",31/03/2024,"600,00",SIM,Gold
210,Yasmin Ribeiro,yasminribeiro@yahoo.com.br,61918463444,08/11/2002,Londrina,RJ,81419106,"600,00",21/03/2025,"600,00",NAO,Platinum
211,Diego Cardoso,diegocardoso@yahoo.com.br,79937692804,07/08/1951,Fortaleza,MG,99969465,"600,00",25/02/2024,"600,00",SIM,Silver
212,Iara Goncalves,iaragoncalves@gmail.com,nan,03/31/1960,Fortaleza,AM,87092605,"600,00",23/08/2024,"600,00",SIM,Platinum
213,Henrique Klein,henriqueklein@hotmail.com,11968441724,02/07/2007,  Joinville  ,BA,93324972,"600,00",03/09/2024,nan,SIM,Bronze
214,Vitoria Jardim,vitoriajardim@yahoo.com.br,85975983271,13/07/1979,Goiania,GO,82652635,"600,00",30/10/2024,"600,00",SIM,Silver
215,Bruno Duarte,brunoduarte@yahoo.com.br,92910974354,28/10/1963,Fortaleza,PA,81784064,"600,00",30/09/2024,"600,00",SIM,Gold
216,Rafael Vieira,rafaelvieira@outlook.com,31930858501,04/10/1969,Florianopolis,SP,89606426,"600,00",23/05/2025,"600,00",NAO,Bronze
217,Ulisses Almeida,"ulissesalmeida@gmail,com",91955037745,12/12/1984,Belem,PA,87431495,"600,00",15/05/2024,"600,00",SIM,Gold
218,Felipe Teixeira,felipeteixeira@empresa.com.br,47926414897,21/07/1961,Belem,CE,84847381,"600,00",05/02/2024,"600,00",NAO,Gold
219,Paula Yamamoto,paulayamamoto@yahoo.com.br,92983136427,17/09/1995,Londrina,DF,84568694,"600,00",25/04/2024,"600,00",NAO,Bronze
220,Carla Klein,carlaklein@hotmail.com,67932061369,12/06/1962,Maringa,SP,84847733,"600,00",07/06/2025,"600,00",NAO,Platinum
221,Otavio Ribeiro,otavioribeiro@yahoo.com.br,51969447786,03/02/1975,  Rio de Janeiro  ,RS,93417654,"600,00",27/08/2025,"600,00",NAO,Bronze
222,Eduarda Goncalves,eduardagoncalves@yahoo.com.br,nan,26/07/1968,Maringa,DF,85877503,"600,00",28/04/2025,"600,00",SIM,Platinum
223,Carla Teixeira,carlateixeira@empresa.com.br,86919597114,10/02/1958,Curitiba,RJ,88934369,"600,00",18/05/2024,"600,00",SIM,Bronze
224,Carla Queiroz,carlaqueiroz@hotmail.com,79951805932,27/02/1946,  Goiania  ,AM,85342104,"600,00",16/01/2025,"600,00",SIM,Gold
225,Wagner Queiroz,wagnerqueiroz@empresa.com.br,31919093150,07/12/1991,Manaus,RJ,84217877,"600,00",07/11/2024,"600,00",NAO,Silver
226,Nataly Watanabe,natalywatanabe@gmail.com,nan,19/11/1948,Joinville,CE,99254922,"600,00",11/01/2024,"600,00",NAO,Silver
227,Iara Silva,iarasilva@hotmail.com,91993422119,05/30/1960,Curitiba,GO,92008714,"600,00",11/04/2024,"600,00",SIM,Platinum
228,Mariana Nogueira,mariananogueira@hotmail.com,85918079515,09/06/1974,Goiania,BA,87401567,"600,00",17/10/2024,"600,00",SIM,Platinum
229,Zuleica Pereira,zuleicapereira@outlook.com,41964948177,16/02/1954,  Rio de Janeiro  ,PE,84022238,"600,00",22/07/2024,"600,00",NAO,Platinum
230,Iara Yamamoto,iarayamamoto@yahoo.com.br,86983795569,17/05/2001,  Belo Horizonte  ,CE,85868391,"600,00",24/02/2024,"600,00",NAO,Bronze
231,Vitoria Yamamoto,vitoriayamamoto@yahoo.com.br,86982705287,02/06/1979,Curitiba,PR,81076181,"600,00",20/01/2025,"600,00",NAO,Bronze
232,Eduarda Jardim,eduardajardim@yahoo.com.br,92988378697,10/01/1998,Florianopolis,PE,80922604,"600,00",27/12/2024,"600,00",NAO,Bronze
233,Ulisses Klein,ulissesklein@yahoo.com.br,62940564844,16/04/1975,Rio de Janeiro,SP,98613527,"600,00",29/11/2024,"600,00",NAO,Platinum
234,Mariana Silva,marianasilva@empresa.com.br,61955049138,07Feb1963,Belem,RS,88688048,"600,00",18/03/2024,"600,00",NAO,Gold
235,Wagner Silva,wagnersilva@outlook.com,84934366690,10/02/1973,Manaus,RS,97942184,"600,00",14/09/2024,"600,00",SIM,Platinum
236,Vitoria Xavier,vitoriaxavier@outlook.com,84992751981,22/10/1981,  Maringa  ,RJ,88746843,"600,00",06/03/2024,"600,00",NAO,Platinum
237,Eduarda Goncalves,eduardagoncalves@outlook.com,21933093610,21/10/2002,Salvador,RS,90286616,"600,00",12/05/2025,"600,00",SIM,Bronze
238,Carla Mendes,carlamendes@hotmail.com,41985519605,04/06/1997,Rio de Janeiro,SP,83500179,"600,00",29/08/2024,"600,00",NAO,Silver
239,Rafael Lima,rafaellima@gmail.com,nan,19/12/2006,  Manaus  ,AM,97527887,"600,00",28/01/2025,"600,00",NAO,Bronze
240,Iara Jardim,iarajardim@hotmail.com,85951967656,07/11/1974,Rio de Janeiro,CE,91529430,"600,00",12/04/2024,"600,00",SIM,Bronze
241,Bruno Uchoa,brunouchoa@yahoo.com.br,71951402347,10/07/2006,Joinville,DF,88541177,"600,00",23/11/2024,"600,00",NAO,Silver
242,Felipe Mendes,felipemendes@empresa.com.br,62914578576,04/05/1968,  Florianopolis  ,AM,97230445,"600,00",11/01/2025,"600,00",NAO,Bronze
243,Gabriela Goncalves,gabrielagoncalves@outlook.com,61998314531,14/01/1971,Recife,PE,82809010,"600,00",06/04/2025,"600,00",NAO,Platinum
244,Mariana Watanabe,marianawatanabe@empresa.com.br,79938478715,21Feb1972,  Sao Paulo  ,BA,88529173,"600,00",15/05/2024,"600,00",SIM,Silver
245,Quesia Nogueira,quesianogueira@gmail.com,67959078046,30/01/1973,Salvador,DF,98208873,"600,00",19/11/2024,"600,00",NAO,Silver
246,Felipe Barbosa,felipebarbosa@hotmail.com,86906688233,13/05/1976,Londrina,SP,98456912,nan,17/10/2024,"600,00",SIM,Gold
247,Felipe Nogueira,felipenogueira@hotmail.com,11946572998,16/04/1986,Belo Horizonte,RJ,81436671,"600,00",02/10/2024,"600,00",SIM,Gold
248,Zuleica Silva,zuleicasilva@gmail.com,31989647248,04/11/1946,Florianopolis,DF,89782502,"600,00",16/02/2025,"600,00",SIM,Bronze
249,Lucas Vieira,lucasvieira@outlook.com,86943987931,08/18/1948,Goiania,PE,96230539,"600,00",19/04/2025,"600,00",NAO,Silver
250,Paula Jardim,,84948411781,24/06/1953,Sao Paulo,BA,99187083,"600,00",05/08/2025,"600,00",NAO,Gold
251,Mariana Barbosa,marianabarbosa@outlook.com,85943426592,12/02/1983,Rio de Janeiro,AM,95634471,"600,00",08/02/2025,"600,00",SIM,Silver
252,Tiago Teixeira,tiagoteixeira@yahoo.com.br,61918331260,02/05/1984,Curitiba,PA,93824022,"600,00",04/11/2024,"600,00",SIM,Platinum
253,Ana Oliveira,,79901292682,24/09/1994,Campinas,CE,87599731,"600,00",13/02/2025,"600,00",SIM,Platinum
254,Ulisses Nogueira,ulissesnogueira@gmail.com,84903403643,21/09/1997,Londrina,MG,93659853,"600,00",24/04/2025,"600,00",SIM,Platinum
255,Felipe Teixeira,felipeteixeira@gmail.com,86916537815,12/01/1977,Recife,PR,94110116,"600,00",30/05/2025,"600,00",NAO,Gold
256,Lucas Yamamoto,lucasyamamoto@empresa.com.br,91999002706,10/12/1999,Maringa,DF,85473645,"600,00",14/04/2024,"600,00",SIM,Bronze
257,Yasmin Queiroz,yasminqueiroz@gmail.com,41933078194,09/23/1970,Curitiba,DF,88042155,"600,00",29/09/2024,"600,00",SIM,Gold
258,Nataly Oliveira,natalyoliveira@empresa.com.br,47901629476,08/07/1950,Belem,DF,93739411,"600,00",03/06/2024,"600,00",SIM,Gold
259,Lucas Almeida,lucasalmeida@empresa.com.br,61989198244,20/03/1993,Brasilia,RS,87003095,"600,00",09/05/2024,"600,00",SIM,Gold
260,Zuleica Ribeiro,zuleicaribeiro@hotmail.com,91918091982,09/25/1971,Joinville,PR,91479306,"600,00",09/04/2025,"600,00",NAO,Silver
261,Quesia Xavier,quesiaxavier@outlook.com,85916053401,23/09/1987,  Campinas  ,PR,99275572,"600,00",13/01/2025,"600,00",SIM,Platinum
262,Otavio Watanabe,otaviowatanabe@yahoo.com.br,91920828942,20/06/1987,Joinville,SP,83615123,"600,00",26/07/2025,"600,00",NAO,Platinum
263,Lucas Jardim,lucasjardim@gmail.com,21949995644,04/01/1949,  Londrina  ,BA,92363486,"600,00",13/11/2024,"600,00",NAO,Gold
264,Yasmin Oliveira,yasminoliveira@hotmail.com,84963444814,10/11/1959,Sao Paulo,CE,86305978,"600,00",12/11/2024,"600,00",NAO,Bronze
265,Paula Queiroz,paulaqueiroz@gmail.com,67933715018,01/18/1981,  Maringa  ,BA,93596024,"600,00",24/01/2024,"600,00",SIM,Silver
266,Felipe Jardim,felipejardim@outlook.com,51909656329,14/01/1982,Sao Paulo,SP,99562600,"600,00",03/05/2024,"600,00",NAO,Silver
267,Karen Oliveira,karenoliveira@gmail.com,11944092663,01/15/2002,Porto Alegre,PE,88033550,"600,00",25/05/2024,"600,00",SIM,Silver
268,Tiago Jardim,"tiagojardim@hotmail,com",67962286757,11/04/1951,Joinville,RJ,94154215,"600,00",05/05/2024,"600,00",SIM,Gold
269,Iara Yamamoto,iarayamamoto@outlook.com,85998226381,21/05/1945,Porto Alegre,PR,97633083,"600,00",27/02/2025,"600,00",NAO,Platinum
270,Vitoria Oliveira,vitoriaoliveira@outlook.com,83929031138,21/01/2006,Recife,MG,96181990,"600,00",06/11/2024,"600,00",NAO,Silver
271,Gabriela Uchoa,gabrielauchoa@outlook.com,51910703101,19/03/1962,Salvador,MG,80064960,"600,00",29/06/2025,"600,00",SIM,Platinum
272,Nataly Ibrahim,natalyibrahim@empresa.com.br,62907695553,20/04/1996,  Belem  ,MG,88191201,"600,00",19/08/2024,"600,00",SIM,Bronze
273,Zuleica Almeida,zuleicaalmeida@outlook.com,79908916465,07Feb2001,Rio de Janeiro,AM,90265911,"600,00",28/03/2024,"600,00",SIM,Platinum
274,Joao Teixeira,joaoteixeira@gmail.com,83965812570,05/09/1985,Fortaleza,DF,80851464,nan,14/03/2025,"600,00",NAO,Gold
275,Sonia Zanetti,soniazanetti@empresa.com.br,nan,14/01/1991,  Sao Paulo  ,RS,90114617,"600,00",08/07/2025,"600,00",SIM,Platinum
276,Bruno Hernandez,brunohernandez@empresa.com.br,61932972120,11/22/1996,Londrina,CE,83435465,"600,00",02/11/2024,"600,00",NAO,Silver
277,Wagner Hernandez,wagnerhernandez@hotmail.com,79961584363,07/10/1994,Curitiba,SP,80972203,"600,00",26/03/2025,"600,00",NAO,Bronze
278,Rafael Hernandez,rafaelhernandez@gmail.com,47962082818,04/10/1992,Manaus,SC,86214196,"600,00",07/03/2024,"600,00",SIM,Silver
279,Bruno Yamamoto,brunoyamamoto@hotmail.com,62908725588,27/10/1950,Londrina,SP,85865329,"600,00",05/06/2025,"600,00",NAO,Platinum
280,Sonia Mendes,soniamendes@empresa.com.br,85938407486,09/08/1952,Brasilia,SC,87542597,"600,00",29/10/2024,"600,00",SIM,Gold
281,Lucas Zanetti,lucaszanetti@outlook.com,31958832350,30/10/1953,Joinville,SP,86443691,"600,00",09/02/2024,"600,00",NAO,Gold
282,Wagner Teixeira,wagnerteixeira307@empresa.com.br,81966167647,02/06/1965,Curitiba,BA,95119348,"600,00",02/08/2024,"600,00",NAO,Platinum
283,Gabriela Oliveira,"gabrielaoliveira@empresa,com,br",71901589188,19/11/1971,Belem,PE,90821581,"600,00",04/08/2025,"600,00",SIM,Silver
284,Gabriela Mendes,gabrielamendes@yahoo.com.br,85949912527,30/05/1947,  Florianopolis  ,GO,89538675,nan,30/01/2025,"600,00",NAO,Silver
285,Nataly Mendes,natalymendes@gmail.com,83933823128,03/19/1963,Londrina,AM,84675456,"600,00",14/04/2025,"600,00",NAO,Bronze
286,Paula Oliveira,paulaoliveira@gmail.com,85956815873,28/01/1986,Florianopolis,RJ,81430245,"600,00",06/07/2024,"600,00",NAO,Platinum
287,Carla Watanabe,carlawatanabe@hotmail.com,41960412253,27/05/1990,Belem,RJ,91260763,"600,00",15/03/2024,"600,00",NAO,Platinum
288,Eduarda Klein,eduardaklein@yahoo.com.br,62971713297,25/11/1960,Florianopolis,PR,88953157,"600,00",04/02/2025,"600,00",NAO,Bronze
289,Otavio Watanabe,otaviowatanabe@empresa.com.br,83950518274,12/08/1978,Sao Paulo,DF,91046840,"600,00",17/01/2024,"600,00",SIM,Bronze
290,Vitoria Ferreira,vitoriaferreira@gmail.com,92931054393,05/01/1974,  Campinas  ,MG,95033225,"600,00",19/11/2024,"600,00",SIM,Silver
291,Gabriela Nogueira,gabrielanogueira@empresa.com.br,51941272552,24/09/1960,Brasilia,DF,99940933,"600,00",08/05/2025,"600,00",NAO,Bronze
292,Ana Hernandez,anahernandez@gmail.com,31909813253,28/08/1998,Recife,MG,81297533,"600,00",02/12/2024,"600,00",SIM,Gold
293,Xavier Klein,xavierklein@hotmail.com,62936447250,08/04/1962,Maringa,SP,85691606,"600,00",24/05/2024,"600,00",SIM,Bronze
294,Otavio Jardim,otaviojardim@hotmail.com,71994448344,20/01/1960,  Londrina  ,SC,95794020,"600,00",01/06/2025,"600,00",SIM,Silver
295,Rafael Esteves,rafaelesteves@hotmail.com,83992108878,02/12/1989,Londrina,MG,96041315,"600,00",01/03/2025,"600,00",NAO,Platinum
296,Mariana Silva,marianasilva@yahoo.com.br,81983499005,11/11/1987,Sao Paulo,PE,88563619,"600,00",05/01/2025,"600,00",SIM,Silver
297,Felipe Almeida,felipealmeida@gmail.com,31984954093,29/01/2004,Campinas,RS,98763795,"600,00",25/02/2025,"600,00",NAO,Bronze
298,Wagner Jardim,wagnerjardim72@hotmail.com,84986007829,07/10/1962,Campinas,SC,86584060,"600,00",22/04/2024,"600,00",NAO,Silver
299,Otavio Uchoa,otaviouchoa@gmail.com,83920425534,24/06/1950,Fortaleza,PA,86916534,"600,00",08/01/2024,"600,00",SIM,Bronze
300,Paula Pereira,paulapereira@empresa.com.br,79939256918,29/12/1985,Sao Paulo,SC,88144377,"600,00",22/05/2024,"600,00",NAO,Gold
301,Ana Uchoa,"anauchoa@outlook,com",79972794826,05/14/1971,Rio de Janeiro,CE,84189509,"600,00",26/05/2024,"600,00",SIM,Bronze
302,Felipe Oliveira,felipeoliveira@yahoo.com.br,31917288125,11Feb1968,Belem,DF,82963814,"600,00",06/05/2024,"600,00",SIM,Platinum
303,Ulisses Klein,ulissesklein@yahoo.com.br,84938234662,06/02/1955,  Rio de Janeiro  ,SC,82027604,"600,00",16/11/2024,"600,00",SIM,Gold
304,Vitoria Zanetti,vitoriazanetti@empresa.com.br,85951763370,01/02/1958,Londrina,RJ,98807489,"600,00",12/11/2024,"600,00",NAO,Gold
305,Zuleica Klein,zuleicaklein@hotmail.com,21929338987,25/11/1982,Florianopolis,BA,89252713,"600,00",04/02/2025,"600,00",NAO,Gold
306,Zuleica Silva,zuleicasilva@gmail.com,51994563253,05/06/2003,Manaus,MG,93995695,"600,00",12/08/2025,"600,00",SIM,Platinum
307,Bruno Duarte,brunoduarte@outlook.com,83940141556,24/01/2007,Londrina,AM,80380122,"600,00",26/01/2025,"600,00",NAO,Gold
308,Sonia Silva,soniasilva@yahoo.com.br,51962908932,23/03/1993,Manaus,SP,82094531,"600,00",21/01/2024,"600,00",SIM,Platinum
309,Gabriela Vieira,gabrielavieira@hotmail.com,85951493015,22/02/1948,Recife,SP,93862967,"600,00",02/06/2025,"600,00",NAO,Silver
310,Joao Vieira,joaovieira@hotmail.com,81999319818,15/11/1961,Belo Horizonte,PR,99391367,"600,00",08/08/2024,"600,00",SIM,Silver
311,Ulisses Ferreira,ulissesferreira@gmail.com,47987804338,07/27/1995,Salvador,GO,92417026,"600,00",05/03/2025,"600,00",NAO,Platinum
312,Nataly Cardoso,natalycardoso@gmail.com,62944831161,26/03/1992,Fortaleza,SP,98748886,"600,00",16/05/2025,"600,00",SIM,Gold
313,Yasmin Mendes,yasminmendes@empresa.com.br,47942441155,27/12/1968,Porto Alegre,RJ,95000187,"600,00",14/01/2025,"600,00",NAO,Platinum
314,Quesia Watanabe,quesiawatanabe@hotmail.com,84951232476,03/08/1952,Fortaleza,RJ,95717509,"600,00",19/05/2025,"600,00",SIM,Silver
315,Tiago Goncalves,tiagogoncalves@gmail.com,62986521693,07/09/1960,Florianopolis,DF,93851507,"600,00",16/05/2024,"600,00",NAO,Bronze
316,Rafael Yamamoto,rafaelyamamoto@outlook.com,83935625994,01/12/1976,Sao Paulo,AM,80168358,"600,00",02/12/2024,"600,00",NAO,Bronze
317,Carla Queiroz,carlaqueiroz@hotmail.com,67937048711,02/10/1954,Goiania,RJ,94220005,"600,00",25/03/2025,"600,00",SIM,Gold
318,Mariana Nogueira,mariananogueira@gmail.com,67919467899,20/11/1979,Porto Alegre,DF,91276512,"600,00",20/04/2024,"600,00",SIM,Silver
319,Tiago Xavier,tiagoxavier@yahoo.com.br,62924989376,20/10/1962,Belo Horizonte,GO,86182875,"600,00",15/04/2024,"600,00",SIM,Silver
320,Gabriela Esteves,gabrielaesteves@empresa.com.br,91950204791,16/11/1954,  Londrina  ,PE,90480916,"600,00",25/12/2024,"600,00",SIM,Silver
321,Paula Ibrahim,paulaibrahim@gmail.com,79949862827,06/12/1992,Porto Alegre,GO,83485133,"600,00",09/10/2024,"600,00",SIM,Bronze
322,Gabriela Goncalves,gabrielagoncalves@gmail.com,nan,29/02/1976,Porto Alegre,BA,93729536,"600,00",30/04/2024,"600,00",NAO,Platinum
323,Eduarda Jardim,,83981109723,05/01/1980,Florianopolis,BA,98739223,"600,00",30/07/2024,"600,00",SIM,Silver
324,Xavier Queiroz,xavierqueiroz@hotmail.com,62907479741,16/08/1949,Porto Alegre,RS,91385647,"600,00",03/08/2024,"600,00",NAO,Bronze
325,Xavier Esteves,xavieresteves@empresa.com.br,11958244592,20/07/1954,Florianopolis,PR,94489225,"600,00",20/09/2024,"600,00",SIM,Silver
326,Otavio Hernandez,otaviohernandez@yahoo.com.br,51975264031,29/10/1972,Londrina,RJ,84702073,"600,00",07/02/2025,"600,00",NAO,Bronze
327,Eduarda Xavier,eduardaxavier@gmail.com,11907163165,04/11/1945,  Salvador  ,PA,84562491,"600,00",12/12/2024,"600,00",NAO,Silver
328,Henrique Barbosa,henriquebarbosa@outlook.com,41989235861,28/04/1983,  Campinas  ,MG,96115173,"600,00",20/10/2024,"600,00",SIM,Bronze
329,Karen Duarte,karenduarte@gmail.com,91954863971,28/04/1969,Manaus,RS,84870796,"600,00",28/09/2024,"600,00",NAO,Bronze
330,Paula Cardoso,paulacardoso@yahoo.com.br,47929797308,27/05/1957,Campinas,PE,97448549,"600,00",16/07/2025,"600,00",SIM,Platinum
331,Wagner Zanetti,wagnerzanetti872@gmail.com,92977643188,22/04/1986,Goiania,DF,87359057,"600,00",18/07/2025,"600,00",NAO,Silver
332,Wagner Nogueira,wagnernogueira@gmail.com,51904943406,14May1961,  Fortaleza  ,AM,93484739,"600,00",24/06/2025,"600,00",SIM,Platinum
333,Ulisses Barbosa,ulissesbarbosa853@hotmail.com,85990795227,15/10/1991,Fortaleza,RJ,81834224,"600,00",08/05/2024,"600,00",NAO,Platinum
334,Wagner Oliveira,wagneroliveira@yahoo.com.br,84931905422,27/04/1970,Goiania,SC,86151564,"600,00",07/03/2024,"600,00",SIM,Gold
335,Bruno Silva,"brunosilva@yahoo,com,br",11958435626,13/07/2005,Belem,GO,80776601,"600,00",30/05/2025,"600,00",SIM,Silver
336,Vitoria Oliveira,vitoriaoliveira@gmail.com,47926389218,02/06/1975,Joinville,SC,86842625,"600,00",17/03/2025,"600,00",SIM,Silver
337,Ana Esteves,anaesteves@outlook.com,31981742541,14/09/1976,Manaus,RS,94484665,"600,00",16/04/2025,"600,00",NAO,Gold
338,Joao Mendes,joaomendes@empresa.com.br,79961222367,07/10/2002,Maringa,PA,85064873,"600,00",07/09/2024,"600,00",SIM,Bronze
339,Otavio Vieira,otaviovieira@yahoo.com.br,41914063953,14/10/1950,Brasilia,MG,89121465,"600,00",12/05/2025,"600,00",NAO,Bronze
340,Bruno Teixeira,brunoteixeira@gmail.com,86934961886,19/09/1957,Campinas,PA,97195219,"600,00",24/03/2024,"600,00",NAO,Platinum
341,Karen Yamamoto,karenyamamoto@hotmail.com,51971566811,12/04/2004,Curitiba,AM,84931918,"600,00",27/11/2024,"600,00",NAO,Bronze
342,Nataly Ibrahim,natalyibrahim@gmail.com,85994762596,15/11/1978,Recife,BA,91920016,"600,00",14/07/2024,"600,00",SIM,Gold
343,Otavio Nogueira,otavionogueira@outlook.com,nan,27/03/1979,Florianopolis,RJ,82871825,"600,00",23/03/2025,"600,00",SIM,Bronze
344,Xavier Yamamoto,xavieryamamoto@empresa.com.br,21947497891,01/03/1956,Maringa,SP,92276800,"600,00",20/04/2025,"600,00",SIM,Bronze
345,Zuleica Nogueira,zuleicanogueira@gmail.com,47961349502,10/11/1994,Belem,AM,92793745,"600,00",06/02/2025,"600,00",SIM,Silver
346,Zuleica Esteves,zuleicaesteves@empresa.com.br,67990583605,07/01/1947,  Rio de Janeiro  ,PR,84277464,"600,00",21/03/2024,"600,00",SIM,Bronze
347,Gabriela Ribeiro,gabrielaribeiro@yahoo.com.br,47903792694,29/04/1953,  Belo Horizonte  ,RS,96090814,"600,00",05/01/2025,"600,00",SIM,Bronze
348,Mariana Klein,marianaklein@yahoo.com.br,51992941515,14/06/1945,Goiania,AM,97562023,"600,00",17/09/2024,"600,00",NAO,Bronze
349,Ana Klein,anaklein@gmail.com,86932642506,29/12/1990,Manaus,DF,92872105,"600,00",13/09/2024,"600,00",NAO,Gold
350,Paula Nogueira,paulanogueira@yahoo.com.br,41999497275,03/01/1960,Goiania,PA,99788846,"600,00",16/09/2024,"600,00",SIM,Gold
351,Zuleica Klein,zuleicaklein@hotmail.com,81923766151,06/11/1973,Curitiba,MG,83372574,"600,00",29/01/2025,"600,00",NAO,Silver
352,Ulisses Nogueira,ulissesnogueira@yahoo.com.br,86981691766,08/05/1979,Belo Horizonte,AM,89318134,"600,00",18/10/2024,"600,00",SIM,Platinum
353,Ulisses Almeida,ulissesalmeida@gmail.com,79956657559,26/06/2007,Belem,PR,87340048,"600,00",04/05/2024,"600,00",NAO,Bronze
354,Henrique Ferreira,henriqueferreira@outlook.com,21942541705,20/03/1969,  Manaus  ,SC,90463882,"600,00",20/08/2025,"600,00",NAO,Silver
355,Vitoria Duarte,vitoriaduarte@hotmail.com,79979084700,01/03/2004,Manaus,SC,80430686,"600,00",17/03/2024,"600,00",SIM,Silver
356,Sonia Yamamoto,soniayamamoto@outlook.com,47982652731,20/03/1963,Goiania,CE,98915663,"600,00",11/10/2024,nan,SIM,Gold
357,Otavio Ferreira,otavioferreira@yahoo.com.br,92913776806,05/08/1984,Brasilia,BA,86354301,"600,00",20/02/2024,"600,00",SIM,Platinum
358,Diego Vieira,diegovieira@hotmail.com,21994245361,01/04/1980,Belo Horizonte,AM,86670355,nan,01/10/2024,"600,00",NAO,Silver
